id,isbn,title,edition,author,image,price,url,courses/0/id,courses/0/code,courses/0/requirement,courses/0/meeting_sections/0/code,courses/0/meeting_sections/0/instructors/0,courses/1/id,courses/1/code,courses/1/requirement,courses/1/meeting_sections/0/code,courses/1/meeting_sections/0/instructors/0,courses/0/meeting_sections/1/code,courses/0/meeting_sections/1/instructors/0,courses/0/meeting_sections/2/code,courses/0/meeting_sections/3/code,courses/0/meeting_sections/3/instructors/0,courses/1/meeting_sections/1/code,courses/1/meeting_sections/1/instructors/0,courses/0/meeting_sections/2/instructors/0,courses/2/id,courses/2/code,courses/2/requirement,courses/2/meeting_sections/0/code,courses/2/meeting_sections/0/instructors/0,courses/3/id,courses/3/code,courses/3/requirement,courses/3/meeting_sections/0/code,courses/3/meeting_sections/0/instructors/0,courses/1/meeting_sections/2/code,courses/1/meeting_sections/2/instructors/0,courses/0/meeting_sections/4/code,courses/0/meeting_sections/4/instructors/0,courses/0/meeting_sections/5/code,courses/0/meeting_sections/5/instructors/0,courses/0/meeting_sections/6/code,courses/0/meeting_sections/6/instructors/0,courses/0/meeting_sections/7/code,courses/0/meeting_sections/7/instructors/0,courses/0/meeting_sections/8/code,courses/0/meeting_sections/8/instructors/0,courses/0/meeting_sections/9/code,courses/0/meeting_sections/9/instructors/0,courses/0/meeting_sections/10/code,courses/0/meeting_sections/10/instructors/0,courses/1/meeting_sections/3/code,courses/1/meeting_sections/3/instructors/0,courses/1/meeting_sections/4/code,courses/1/meeting_sections/4/instructors/0,courses/1/meeting_sections/5/code,courses/1/meeting_sections/5/instructors/0,courses/1/meeting_sections/6/code,courses/1/meeting_sections/6/instructors/0,courses/1/meeting_sections/7/code,courses/1/meeting_sections/7/instructors/0,courses/2/meeting_sections/1/code,courses/2/meeting_sections/1/instructors/0,courses/3/meeting_sections/1/code,courses/3/meeting_sections/1/instructors/0,courses/3/meeting_sections/2/code,courses/3/meeting_sections/2/instructors/0,courses/3/meeting_sections/3/code,courses/3/meeting_sections/3/instructors/0,courses/3/meeting_sections/4/code,courses/3/meeting_sections/4/instructors/0,courses/2/meeting_sections/2/code,courses/2/meeting_sections/2/instructors/0,courses/2/meeting_sections/3/code,courses/2/meeting_sections/3/instructors/0,courses/2/meeting_sections/4/code,courses/2/meeting_sections/4/instructors/0,courses/2/meeting_sections/5/code,courses/2/meeting_sections/5/instructors/0,courses/2/meeting_sections/6/code,courses/2/meeting_sections/6/instructors/0,courses/2/meeting_sections/7/code,courses/2/meeting_sections/7/instructors/0,courses/2/meeting_sections/8/code,courses/2/meeting_sections/8/instructors/0,courses/2/meeting_sections/9/code,courses/2/meeting_sections/10/code,courses/2/meeting_sections/10/instructors/0,courses/4/id,courses/4/code,courses/4/requirement,courses/4/meeting_sections/0/code,courses/4/meeting_sections/0/instructors/0,courses/5/id,courses/5/code,courses/5/requirement,courses/5/meeting_sections/0/code,courses/5/meeting_sections/0/instructors/0,courses/5/meeting_sections/1/code,courses/5/meeting_sections/1/instructors/0,courses/5/meeting_sections/2/code,courses/5/meeting_sections/2/instructors/0,courses/5/meeting_sections/3/code,courses/5/meeting_sections/3/instructors/0,courses/5/meeting_sections/4/code,courses/5/meeting_sections/4/instructors/0,courses/6/id,courses/6/code,courses/6/requirement,courses/6/meeting_sections/0/code,courses/6/meeting_sections/0/instructors/0,courses/7/id,courses/7/code,courses/7/requirement,courses/7/meeting_sections/0/code,courses/7/meeting_sections/0/instructors/0,courses/7/meeting_sections/1/code,courses/7/meeting_sections/1/instructors/0,courses/7/meeting_sections/2/code,courses/7/meeting_sections/2/instructors/0,courses/8/id,courses/8/code,courses/8/requirement,courses/8/meeting_sections/0/code,courses/8/meeting_sections/0/instructors/0,courses/9/id,courses/9/code,courses/9/requirement,courses/9/meeting_sections/0/code,courses/9/meeting_sections/0/instructors/0,courses/10/id,courses/10/code,courses/10/requirement,courses/10/meeting_sections/0/code,courses/10/meeting_sections/0/instructors/0,courses/10/meeting_sections/1/code,courses/10/meeting_sections/1/instructors/0,courses/10/meeting_sections/2/code,courses/10/meeting_sections/2/instructors/0,courses/11/id,courses/11/code,courses/11/requirement,courses/11/meeting_sections/0/code,courses/11/meeting_sections/0/instructors/0,courses/12/id,courses/12/code,courses/12/requirement,courses/12/meeting_sections/0/code,courses/12/meeting_sections/0/instructors/0,courses/0/meeting_sections/11/code,courses/0/meeting_sections/11/instructors/0,courses/0/meeting_sections/12/code,courses/0/meeting_sections/12/instructors/0,courses/0/meeting_sections/13/code,courses/0/meeting_sections/14/code,courses/0/meeting_sections/14/instructors/0,courses/0/meeting_sections/15/code,courses/0/meeting_sections/15/instructors/0,courses/0/meeting_sections/16/code,courses/0/meeting_sections/16/instructors/0
10574737,9780262200714,Theory Of Industrial Organization,1,Tirole,http://uoftbookstore.com/cover_image.asp?Key=9780262200714&Size=L&p=1,116.2,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10574737,ECO2908HF20189,ECO2908HF,required,L0101,M Gilbert,,,,,,L0101,M Gilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10575093,9780262650403,Course In Game Theory,1,Osborne,http://uoftbookstore.com/cover_image.asp?Key=9780262650403&Size=L&p=1,67.6,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10575093,ECO2030HY20189,ECO2030HY,recommended,L0101,S Xianwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10579190,9780374523879,Odyssey,1,Walcott,http://uoftbookstore.com/cover_image.asp?Key=9780374523879&Size=L&p=1,16.25,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10579190,CCR199H1FL014120189,CCR199H1FL0141,required,1,B J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10580394,9780393300451,Birth Of A New Physics,1,"Cohen, Bernard",http://uoftbookstore.com/cover_image.asp?Key=9780393300451&Size=L&p=1,20.7,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10580394,HPS210H1F20189,HPS210H1F,required,L0101,B Brian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10581179,9780393963151,New Economic View Of American History 2E,2,Atack,http://uoftbookstore.com/cover_image.asp?Key=9780393963151&Size=L&p=1,72.55,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10581179,ECO306H1F20189,ECO306H1F,required,L0101,E Shari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10581636,9780394281827,In The Skin Of A Lion,1,"Ondaatje, Michael",http://uoftbookstore.com/cover_image.asp?Key=9780394281827&Size=L&p=1,19.6,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10581636,ENG271H5F20189,ENG271H5F,required,L0101,O Siobhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10581711,9780394747231,Maus I: My Father Bleeds History,1,Spiegelman,http://uoftbookstore.com/cover_image.asp?Key=9780394747231&Size=L&p=1,19.75,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10581711,CCR199Y1YL025120189,CCR199Y1YL0251,required,1,Z J,HIS338H1F20189,HIS338H1F,required,L0101,B DORIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10582817,9780415913164,Postzionist Debates: Knowledge And Power In Israeli Culture,1,Silberstein,http://uoftbookstore.com/cover_image.asp?Key=9780415913164&Size=L&p=1,50.1,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10582817,POL345Y1Y20189,POL345Y1Y,required,L0101,A Emanuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10582893,9780415935364,Special Providence,1,Mead,http://uoftbookstore.com/cover_image.asp?Key=9780415935364&Size=L&p=1,77.2,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10582893,HIS376H1F20189,HIS376H1F,required,L0101,P Ronald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583678,9780449213940,All Quiet On The Western Front (Rack Size),1,Remarque,http://uoftbookstore.com/cover_image.asp?Key=9780449213940&Size=L&p=1,10,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10583678,CCR199Y1YL025120189,CCR199Y1YL0251,required,1,Z J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583739,9780451214096,Complete Plays,1,Aristophanes,http://uoftbookstore.com/cover_image.asp?Key=9780451214096&Size=L&p=1,18.7,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10583739,CLA383H1F20189,CLA383H1F,required,L5101,W Jarrett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10584873,9780471124443,Theory And Practice Of Water And Wastewater Treatment,1,Droste,http://uoftbookstore.com/cover_image.asp?Key=9780471124443&Size=L&p=1,134.75,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10584873,CIV342H1F20189,CIV342H1F,alternate,L0101,M Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10585375,9780471245315,History Of Psychiatry,1,"Shorter, E  (Pod)",http://uoftbookstore.com/cover_image.asp?Key=9780471245315&Size=L&p=1,40.6,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10585375,HIS1270HF20189,HIS1270HF,required,L0101,S Edward,HIS489H1F20189,HIS489H1F,required,L0101,S Edward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10585535,9780471317166,Real Analysis 2E,2,Folland  Text,http://uoftbookstore.com/cover_image.asp?Key=9780471317166&Size=L&p=1,187.4,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10585535,MAT1000HF20189,MAT1000HF,required,L0101,D Jacopo,MAT457H1F20189,MAT457H1F,required,L0101,D Jacopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10585955,9780471432227,Introduction To Analog & Digital Communications,2,Haykin,http://uoftbookstore.com/cover_image.asp?Key=9780471432227&Size=L&p=1,202.9,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10585955,ECE316H1F20189,ECE316H1F,required,L0101,H Dimitrios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10585993,9780471433347,Abstract Algebra 3E,3,Dummit,http://uoftbookstore.com/cover_image.asp?Key=9780471433347&Size=L&p=1,130.35,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10585993,MAT1100HF20189,MAT1100HF,required,L0101,S Arul,MAT347Y1Y20189,MAT347Y1Y,required,L0101,H Florian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10586259,9780471463399,Value Investing: From Graham To Buffett & Beyond,1,Greenwald,http://uoftbookstore.com/cover_image.asp?Key=9780471463399&Size=L&p=1,24.3,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10586259,RSM2312HY20189,RSM2312HY,required,L0103,K Eric,,,,,,L0104,K Eric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10587232,9780471797630,Building Science For A Cold Climate,1,Hutcheon/ Handegord,http://uoftbookstore.com/cover_image.asp?Key=9780471797630&Size=L&p=1,63.5,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10587232,CIV375H1F20189,CIV375H1F,required,L0101,W Marianne Frances,CIV575H1F20189,CIV575H1F,required,L0101,W Marianne Frances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10588093,9780486406794,Complex Variables 2E,2,Fisher,http://uoftbookstore.com/cover_image.asp?Key=9780486406794&Size=L&p=1,26.2,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10588093,MAT334H1F20189,MAT334H1F,required,L0101,I Victor,MAT334H5F20189,MAT334H5F,required,L0101,T Raluca Elena,L5101,,,,,L0102,Y Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10589397,9780520226456,Bodies Of Difference,1,Kohrman,http://uoftbookstore.com/cover_image.asp?Key=9780520226456&Size=L&p=1,49.9,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10589397,ANT6032H1F20189,ANT6032H1F,required,L001,H Cassandra Sarah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10590317,9780521379175,On Liberty & Other Writings (Ed: Collini),1,Mill,http://uoftbookstore.com/cover_image.asp?Key=9780521379175&Size=L&p=1,24.2,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10590317,POL320Y5Y20189,POL320Y5Y,required,L0101,L Mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10590430,9780521422413,De Bello Civili: Bk Ii,1,Lucan (Fantham),http://uoftbookstore.com/cover_image.asp?Key=9780521422413&Size=L&p=1,55.45,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10590430,LAT450H1F20189,LAT450H1F,required,L0101,D Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10590997,9780521535618,Hellenistic World From Alexander To Roman Conquest,2,Austin,http://uoftbookstore.com/cover_image.asp?Key=9780521535618&Size=L&p=1,54.45,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10590997,CLA362H5F20189,CLA362H5F,required,L0101,C Boris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10591710,9780521779333,History Of Islamic Societies 2Nd Ed,2,Lapidus Nd Ed,http://uoftbookstore.com/cover_image.asp?Key=9780521779333&Size=L&p=1,56.85,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10591710,NMC2090YY20189,NMC2090YY,recommended,L0101,N Linda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10591758,9780521789448,Introduction To K-Theory For C* Algebras (Pod),1,Rordam/ Larsen/ Laustsen (Pod),http://uoftbookstore.com/cover_image.asp?Key=9780521789448&Size=L&p=1,57.75,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10591758,MAT1016HF20189,MAT1016HF,required,L0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10592731,9780534399429,Mathematical Statistics And Data Analysis,3,Rice,http://uoftbookstore.com/cover_image.asp?Key=9780534399429&Size=L&p=1,188.65,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10592731,STA256H5F20189,STA256H5F,required,L0101,B Lawrence,STA257H1F20189,STA257H1F,required,L0101,,L0102,Z Nan,L0103,,,L5101,,Y Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10594193,9780582381827,Sounds Of Language,1,Rogers,http://uoftbookstore.com/cover_image.asp?Key=9780582381827&Size=L&p=1,107.7,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10594193,LIN228H1F20189,LIN228H1F,required,L0101,S Nathan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10596012,9780674005112,Justice As Fairness,1,Rawls,http://uoftbookstore.com/cover_image.asp?Key=9780674005112&Size=L&p=1,44.55,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10596012,PHLC92H3F20189,PHLC92H3F,required,L30,R Hamish,POL330Y1Y20189,POL330Y1Y,required,L0101,W Melissa,,,,,,,,,POL469H1F20189,POL469H1F,required,L0101,B Nancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10596036,9780674005426,Law Of Peoples,1,Rawls,http://uoftbookstore.com/cover_image.asp?Key=9780674005426&Size=L&p=1,40.1,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10596036,POL469H1F20189,POL469H1F,required,L0101,B Nancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10596319,9780674766914,Return Of Martin Guerre,1,Davis,http://uoftbookstore.com/cover_image.asp?Key=9780674766914&Size=L&p=1,26.6,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10596319,HISB03H3F20189,HISB03H3F,optional,L01,B Christine,,,,,,L02,B Christine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10596654,9780676976939,What We All Long For,1,Brand,http://uoftbookstore.com/cover_image.asp?Key=9780676976939&Size=L&p=1,19.6,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10596654,CDN218H1F20189,CDN218H1F,required,L0101,L Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10596876,9780679723165,Lolita,1,Nabokov,http://uoftbookstore.com/cover_image.asp?Key=9780679723165&Size=L&p=1,14.25,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10596876,ENG140Y1Y20189,ENG140Y1Y,required,L0101,M Nick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10596951,9780679724629,On The Genealogy Of Morals & Ecce Homo,1,Nietzsche,http://uoftbookstore.com/cover_image.asp?Key=9780679724629&Size=L&p=1,12.75,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10596951,CCR199Y1YL025120189,CCR199Y1YL0251,required,1,Z J,HIS470H1F20189,HIS470H1F,required,L0101,B Ritu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10596975,9780679724650,Beyond Good And Evil,1,Nietzsche,http://uoftbookstore.com/cover_image.asp?Key=9780679724650&Size=L&p=1,15.85,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10596975,POL320Y5Y20189,POL320Y5Y,required,L0101,L Mark,SAT2707HF20189,SAT2707HF,required,L0101,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10596999,9780679725169,No Exit And Three Other Plays,1,Sartre,http://uoftbookstore.com/cover_image.asp?Key=9780679725169&Size=L&p=1,20.15,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10596999,VIC167H1F20189,VIC167H1F,required,L0101,C David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10597033,9780679729778,Maus Ii: And Here My Troubles Began,1,Spiegelman,http://uoftbookstore.com/cover_image.asp?Key=9780679729778&Size=L&p=1,19.5,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10597033,CCR199Y1YL025120189,CCR199Y1YL0251,required,1,Z J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10597071,9780679731726,Remains Of The Day,1,Ishiguro,http://uoftbookstore.com/cover_image.asp?Key=9780679731726&Size=L&p=1,21.05,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10597071,ENG329H1F20189,ENG329H1F,required,L5101,S Sara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10597378,9780679745426,Playing In The Dark,1,Morrison,http://uoftbookstore.com/cover_image.asp?Key=9780679745426&Size=L&p=1,16.1,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10597378,SJE3905HF20189,SJE3905HF,required,L0101,S Vannina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10597453,9780679760801,Master And Margarita,1,Bulgakov,http://uoftbookstore.com/cover_image.asp?Key=9780679760801&Size=L&p=1,19.8,http://uoftbookstore.com/buy_book_detail.asp?pf_id=10597453,HIS335H1F20189,HIS335H1F,required,L5101,L Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
