id,code,name,short_name,campus,address/street,address/city,address/province,address/country,address/postal,lat,lng,polygon/0/0,polygon/0/1,polygon/1/0,polygon/1/1,polygon/2/0,polygon/2/1,polygon/3/0,polygon/3/1,polygon/4/0,polygon/4/1,polygon/5/0,polygon/5/1,polygon/6/0,polygon/6/1,polygon/7/0,polygon/7/1,polygon/8/0,polygon/8/1,polygon/9/0,polygon/9/1,polygon/10/0,polygon/10/1,polygon/11/0,polygon/11/1,polygon/12/0,polygon/12/1,polygon/13/0,polygon/13/1,polygon/14/0,polygon/14/1,polygon/15/0,polygon/15/1,polygon/16/0,polygon/16/1,polygon/17/0,polygon/17/1,polygon/18/0,polygon/18/1,polygon/19/0,polygon/19/1,polygon/20/0,polygon/20/1,polygon/21/0,polygon/21/1,polygon/22/0,polygon/22/1,polygon/23/0,polygon/23/1,polygon/24/0,polygon/24/1,polygon/25/0,polygon/25/1,polygon/26/0,polygon/26/1,polygon/27/0,polygon/27/1,polygon/28/0,polygon/28/1,polygon/29/0,polygon/29/1,polygon/30/0,polygon/30/1,polygon/31/0,polygon/31/1,polygon/32/0,polygon/32/1,polygon/33/0,polygon/33/1,polygon/34/0,polygon/34/1,polygon/35/0,polygon/35/1,polygon/36/0,polygon/36/1,polygon/37/0,polygon/37/1,polygon/38/0,polygon/38/1,polygon/39/0,polygon/39/1,polygon/40/0,polygon/40/1,polygon/41/0,polygon/41/1,polygon/42/0,polygon/42/1,polygon/43/0,polygon/43/1,polygon/44/0,polygon/44/1,polygon/45/0,polygon/45/1,polygon/46/0,polygon/46/1,polygon/47/0,polygon/47/1,polygon/48/0,polygon/48/1,polygon/49/0,polygon/49/1,polygon/50/0,polygon/50/1,polygon/51/0,polygon/51/1,polygon/52/0,polygon/52/1,polygon/53/0,polygon/53/1,polygon/54/0,polygon/54/1,polygon/55/0,polygon/55/1,polygon/56/0,polygon/56/1,polygon/57/0,polygon/57/1,polygon/58/0,polygon/58/1,polygon/59/0,polygon/59/1,polygon/60/0,polygon/60/1,polygon/61/0,polygon/61/1,polygon/62/0,polygon/62/1,polygon/63/0,polygon/63/1,polygon/64/0,polygon/64/1,polygon/65/0,polygon/65/1,polygon/66/0,polygon/66/1,polygon/67/0,polygon/67/1,polygon/68/0,polygon/68/1,polygon/69/0,polygon/69/1,polygon/70/0,polygon/70/1,polygon/71/0,polygon/71/1,polygon/72/0,polygon/72/1,polygon/73/0,polygon/73/1,polygon/74/0,polygon/74/1,polygon/75/0,polygon/75/1,polygon/76/0,polygon/76/1,polygon/77/0,polygon/77/1,polygon/78/0,polygon/78/1,polygon/79/0,polygon/79/1,polygon/80/0,polygon/80/1,polygon/81/0,polygon/81/1,polygon/82/0,polygon/82/1,polygon/83/0,polygon/83/1,polygon/84/0,polygon/84/1,polygon/85/0,polygon/85/1,polygon/86/0,polygon/86/1,polygon/87/0,polygon/87/1,polygon/88/0,polygon/88/1,polygon/89/0,polygon/89/1,polygon/90/0,polygon/90/1,polygon/91/0,polygon/91/1,polygon/92/0,polygon/92/1,polygon/93/0,polygon/93/1,polygon/94/0,polygon/94/1,polygon/95/0,polygon/95/1,polygon/96/0,polygon/96/1,polygon/97/0,polygon/97/1,polygon/98/0,polygon/98/1,polygon/99/0,polygon/99/1,polygon/100/0,polygon/100/1,polygon/101/0,polygon/101/1,polygon/102/0,polygon/102/1,polygon/103/0,polygon/103/1,polygon/104/0,polygon/104/1,polygon/105/0,polygon/105/1,polygon/106/0,polygon/106/1,polygon/107/0,polygon/107/1,polygon/108/0,polygon/108/1,polygon/109/0,polygon/109/1,polygon/110/0,polygon/110/1,polygon/111/0,polygon/111/1,polygon/112/0,polygon/112/1,polygon/113/0,polygon/113/1,polygon/114/0,polygon/114/1,polygon/115/0,polygon/115/1,polygon/116/0,polygon/116/1,polygon/117/0,polygon/117/1,polygon/118/0,polygon/118/1,polygon/119/0,polygon/119/1,polygon/120/0,polygon/120/1,polygon/121/0,polygon/121/1,polygon/122/0,polygon/122/1,polygon/123/0,polygon/123/1,polygon/124/0,polygon/124/1,polygon/125/0,polygon/125/1,polygon/126/0,polygon/126/1,polygon/127/0,polygon/127/1,polygon/128/0,polygon/128/1,polygon/129/0,polygon/129/1,polygon/130/0,polygon/130/1,polygon/131/0,polygon/131/1,polygon/132/0,polygon/132/1,polygon/133/0,polygon/133/1,polygon/134/0,polygon/134/1,polygon/135/0,polygon/135/1,polygon/136/0,polygon/136/1,polygon/137/0,polygon/137/1,polygon/138/0,polygon/138/1,polygon/139/0,polygon/139/1,polygon/140/0,polygon/140/1,polygon/141/0,polygon/141/1,polygon/142/0,polygon/142/1,polygon/143/0,polygon/143/1,polygon/144/0,polygon/144/1,polygon/145/0,polygon/145/1
092,CX,Communication House,Comm House,UTSG,167 College Street,Toronto,ON,Canada,,43.65893,-79.39355,43.65909,-79.39374,43.65912,-79.3936,43.65878,-79.39347,43.65875,-79.39361,43.65909,-79.39374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
093,EL,Electrometallurgy Lab,Electrometal,UTSG,11 King's College Road (rear),Toronto,ON,Canada,M5S 3J2,43.65946905241543,-79.39529687979,43.65947,-79.39546,43.65952,-79.3952,43.65946,-79.39518,43.65943,-79.39536,43.65946,-79.39537,43.65944,-79.39545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
094,BK,Back Campus Fields,Back Campus,UTSG,20 Tower Road,Toronto,ON,Canada,,43.66386,-79.39636,43.66386,-79.39636,43.66385,-79.39637,43.66386,-79.39637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
097,ME,Queen's Park Crescent East-39,QueenPk-39,UTSG,39 Queen's Park Crescent East,Toronto,ON,Canada,M5S 2C3,43.664242392753735,-79.3904112360763,43.66415,-79.3905,43.66429,-79.39056,43.66434,-79.39034,43.66418,-79.39027,43.66416,-79.39037,43.66418,-79.39038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
097A,ML,Queen's Park Crsc. E.-39A,Queens Pk39A,UTSG,39A Queen's Park Crsc. E,Toronto,ON,Canada,M5S 2C3,43.66431224369719,-79.3898063979435,43.66435,-79.38987,43.66426,-79.38983,43.66428,-79.38974,43.66437,-79.38978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
098B,JP,Wellesley Street West -90,Wellesley-90,UTSG,90 Wellesley Street West,Toronto,ON,Canada,M5S 1C5,43.66403817512182,-79.3897279433298,43.66443,-79.38977,43.6645,-79.38944,43.66426,-79.38935,43.66423,-79.38951,43.66432,-79.38954,43.66429,-79.38968,43.66416,-79.38963,43.66422,-79.38934,43.66411,-79.38929,43.66406,-79.38957,43.66403,-79.38956,43.66405,-79.38947,43.664,-79.38946,43.66392,-79.38989,43.66396,-79.38991,43.66393,-79.39006,43.66396,-79.39007,43.66398,-79.38999,43.66408,-79.39002,43.66416,-79.38966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,MO,Morrison Hall,MorrisonHall,UTSG,75 St. George Street,Toronto,ON,Canada,M5S 2E5,43.66309954213775,-79.3976076028633,43.66315,-79.3978,43.66311,-79.39779,43.66312,-79.39778,43.66298,-79.39772,43.66301,-79.39755,43.66306,-79.39742,43.66311,-79.39744,43.66319,-79.39706,43.66321,-79.39707,43.66323,-79.39701,43.66329,-79.39703,43.66328,-79.39706,43.6633,-79.39707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,TR,Soldiers' Tower,Soldiers Twr,UTSG,7 Hart House Circle,Toronto,ON,Canada,M5S 3H3,43.66350992309996,-79.3952164135265,43.66355,-79.3953,43.66357,-79.39517,43.66347,-79.39513,43.66345,-79.39526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,CS,School of Continuing Studies,SCS,UTSG,158 St. George Street,Toronto,ON,Canada,M5S 2V8,43.666704589426224,-79.3999210081386,43.66662,-79.40015,43.66663,-79.40016,43.66663,-79.40014,43.66669,-79.40016,43.66675,-79.39987,43.66676,-79.39988,43.66678,-79.39981,43.66677,-79.3998,43.66679,-79.39969,43.66672,-79.39966,43.66671,-79.39971,43.66669,-79.39971,43.66667,-79.39978,43.66669,-79.39979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,GE,Max Gluskin House,Gluskin House,UTSG,150 St. George Street,Toronto,ON,Canada,M5S 3G7,43.66615453296803,-79.3996970436859,43.66626,-79.39958,43.66621,-79.39956,43.6662,-79.39961,43.66619,-79.3996,43.66619,-79.39956,43.66613,-79.39953,43.66612,-79.39957,43.66605,-79.39955,43.66607,-79.39949,43.66598,-79.39945,43.66593,-79.3997,43.66602,-79.39973,43.66605,-79.39958,43.66609,-79.3996,43.66605,-79.39979,43.66611,-79.39982,43.66612,-79.39978,43.66614,-79.39979,43.6661,-79.39998,43.66587,-79.39989,43.66586,-79.39996,43.66589,-79.39997,43.66588,-79.40001,43.66615,-79.40012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,FI,Fields Inst for Research in Math Science,Fields Inst,UTSG,222 College Street,Toronto,ON,Canada,M5T 3J1,43.65879376874734,-79.3974480114269,43.65887,-79.39763,43.6589,-79.39764,43.65896,-79.39736,43.65892,-79.39735,43.65893,-79.39733,43.65871,-79.39724,43.65864,-79.39757,43.65886,-79.39765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,CO,St. George Street-162,St.George-162,UTSG,162 St. George Street,Toronto,ON,Canada,,43.66711,-79.40004,43.66711,-79.40015,43.66711,-79.40012,43.66714,-79.40013,43.66715,-79.40015,43.66716,-79.40015,43.66717,-79.40014,43.66717,-79.40015,43.66722,-79.39993,43.66705,-79.39987,43.66702,-79.40001,43.66705,-79.40002,43.66705,-79.40003,43.66704,-79.40004,43.66703,-79.40007,43.66704,-79.40009,43.66704,-79.4001,43.66705,-79.4001,43.66704,-79.40016,43.66702,-79.40015,43.66701,-79.40022,43.66708,-79.40025,43.6671,-79.40015,43.66711,-79.40015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,IR,St. George Street-121,StGeorge-121,UTSG,121 St. George Street,Toronto,ON,Canada,M5S 2E8,43.66668712738649,-79.3991015932846,43.66673,-79.39922,43.66679,-79.39894,43.66677,-79.39894,43.66678,-79.39891,43.66672,-79.39889,43.66671,-79.39893,43.6667,-79.39892,43.66668,-79.39901,43.66664,-79.39905,43.66659,-79.39903,43.66657,-79.39912,43.66659,-79.39913,43.66662,-79.39921,43.66669,-79.39924,43.6667,-79.39921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,SK,Factor-Inwentash Faculty of Social Work,Social Work,UTSG,246 Bloor Street West,Toronto,ON,Canada,M5S 1V4,43.66829361310306,-79.3977323255825,43.66843,-79.39793,43.66848,-79.39769,43.66814,-79.39755,43.66809,-79.39779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,SO,Louis B. Stewart Observatory (UTSU),Stewart Obsv,UTSG,12 Hart House Circle,Toronto,ON,Canada,M5S 3J9,43.66314611035052,-79.3946799717235,43.66321,-79.39478,43.66307,-79.39475,43.66309,-79.39458,43.6631,-79.39459,43.6631,-79.39452,43.66315,-79.39452,43.66315,-79.3946,43.66323,-79.39462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,OI,Ontario Institute for Studies in Education,OISE,UTSG,252 Bloor Street West,Toronto,ON,Canada,M5S 1V6,43.668277121589846,-79.3984565220165,43.66791,-79.39855,43.66792,-79.39851,43.66797,-79.39852,43.668,-79.39838,43.66795,-79.39836,43.66799,-79.39817,43.66846,-79.39836,43.66846,-79.39839,43.66856,-79.39843,43.66854,-79.39853,43.66891,-79.39868,43.66882,-79.39914,43.66843,-79.39899,43.66847,-79.39878,43.66837,-79.39873,43.66838,-79.39869,43.6683,-79.39865,43.66829,-79.3987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,IA,Spadina Avenue-703,Spadina-703,UTSG,703 Spadina Avenue,Toronto,ON,Canada,M5S 2J4,43.66571797663791,-79.4026488147068,43.66572,-79.40278,43.66577,-79.40254,43.66571,-79.40251,43.66568,-79.40265,43.66567,-79.40265,43.66567,-79.40268,43.66568,-79.40269,43.66566,-79.40275,43.66567,-79.40275,43.66567,-79.40277,43.66569,-79.40278,43.6657,-79.40277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,AD,Enrolment Services,Enrol Serv,UTSG,172 St. George Street,Toronto,ON,Canada,M5R 0A3,43.668115116811045,-79.4004587910461,43.66816,-79.40061,43.66822,-79.40036,43.66818,-79.40035,43.66819,-79.40034,43.66813,-79.40031,43.66813,-79.40033,43.66807,-79.4003,43.66802,-79.40055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,JH,Jackman Humanities Building,Jackman,UTSG,170 St. George Street,Toronto,ON,Canada,M5R 2M8,43.66766208308606,-79.4003233394909,43.66791,-79.40042,43.66795,-79.4002,43.66784,-79.40016,43.66784,-79.40018,43.6677,-79.40013,43.66771,-79.4001,43.6676,-79.40006,43.66749,-79.40055,43.66765,-79.40061,43.66765,-79.40059,43.66769,-79.40061,43.66774,-79.40038,43.66777,-79.40039,43.66777,-79.40037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,ER,Early Learning Centre,Early Learn,UTSG,7 Glen Morris Street,Toronto,ON,Canada,M5S 1H9,43.663909629488785,-79.4011467776584,43.66391,-79.40135,43.66392,-79.40134,43.66393,-79.40135,43.664,-79.401,43.66396,-79.40098,43.66396,-79.40096,43.66394,-79.40095,43.66393,-79.40098,43.66385,-79.40094,43.66381,-79.40109,43.66385,-79.40111,43.66382,-79.4013,43.66386,-79.40132,43.66385,-79.40133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,WO,Woodsworth College Residence,WoodswrthRez,UTSG,321 Bloor St. West,Toronto,ON,Canada,M5S 1S5,43.6673312789927,-79.399330922155,43.66739,-79.39955,43.66752,-79.39891,43.66729,-79.39882,43.66729,-79.39881,43.66714,-79.39874,43.6671,-79.39891,43.66734,-79.39901,43.6673,-79.3992,43.66723,-79.39917,43.6672,-79.39928,43.66704,-79.39922,43.66701,-79.39933,43.66707,-79.39935,43.66705,-79.39941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,NR,New College III,New Coll III,UTSG,45 Willcocks Street,Toronto,ON,Canada,M5S 1C7,43.661006361670275,-79.4007759622621,43.66121,-79.40096,43.66121,-79.40093,43.66116,-79.4009,43.66119,-79.4008,43.66123,-79.40081,43.66124,-79.40075,43.66093,-79.40063,43.66092,-79.4007,43.6608,-79.40065,43.66082,-79.40055,43.66076,-79.40052,43.66071,-79.40078,43.66078,-79.40081,43.66078,-79.40084,43.66083,-79.40086,43.66084,-79.40083,43.66111,-79.40094,43.6611,-79.401,43.66114,-79.40102,43.66116,-79.40094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,IN,Innis College,Innis Coll,UTSG,2 Sussex Avenue,Toronto,ON,Canada,M5S 1J5,43.66557148699452,-79.3994838080692,43.66588,-79.39941,43.66585,-79.3994,43.66584,-79.39938,43.66563,-79.39929,43.66562,-79.39931,43.6655,-79.39926,43.66548,-79.39934,43.66549,-79.39934,43.66542,-79.39967,43.6654,-79.39965,43.66537,-79.3998,43.66551,-79.39985,43.66552,-79.39982,43.66555,-79.39983,43.66555,-79.39986,43.66559,-79.39988,43.66567,-79.3995,43.66582,-79.39956,43.66583,-79.39951,43.66586,-79.39952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,IS,Innis College Student Residence,Innis Resid,UTSG,111 St. George Street,Toronto,ON,Canada,M5S 2E8,43.66592073316277,-79.39877302268,43.66618,-79.39879,43.6662,-79.39879,43.66617,-79.39893,43.66613,-79.39896,43.66591,-79.39888,43.66592,-79.39884,43.66588,-79.39883,43.66587,-79.39886,43.66566,-79.39878,43.66563,-79.39872,43.66566,-79.39858,43.66568,-79.39859,43.66575,-79.39829,43.66577,-79.3983,43.66578,-79.39825,43.66584,-79.39828,43.66585,-79.39826,43.66591,-79.39828,43.66588,-79.39845,43.66585,-79.39844,43.66581,-79.39865,43.66605,-79.39874,43.66609,-79.39853,43.66607,-79.39852,43.6661,-79.39836,43.66617,-79.39839,43.66617,-79.39841,43.66623,-79.39844,43.66622,-79.39848,43.66624,-79.39849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
